"Height","Weight","Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Cars","Passive.sport","Active.sport","Gardening","Shopping","Science.and.technology","Theatre","Fun.with.friends","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","Age","Number.of.siblings"
175,72,2,3,3,3,3,2,2,3,4,2,2,2,1,3,5,2,5,1,5,3,1,1,5,1,1,4,3,1,5,1,4,5,2,1,1,3,5,5,1,1,1,3,1,1,1,1,5,1,19,4
197,96,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,0
170,50,5,3,4,2,3,2,2,5,2,1,2,2,1,1,1,1,3,1,1,5,5,4,5,5,4,1,4,5,3,1,2,2,5,4,5,2,2,5,2,1,3,3,3,3,2,5,4,3,18,1
165,55,5,4,3,4,2,5,4,2,5,2,1,3,3,5,3,5,2,3,4,4,1,2,3,3,3,3,4,4,5,3,1,4,1,4,3,3,4,4,3,2,1,2,4,5,3,1,4,4,19,1
176,53,5,5,5,2,2,2,4,5,4,2,2,4,3,2,4,3,5,3,2,5,4,2,5,4,3,2,4,5,1,1,3,5,4,2,5,1,3,5,1,1,4,2,4,1,4,1,2,1,15,3
167,54,3,3,3,3,1,3,3,5,4,3,3,5,4,3,3,3,3,3,3,5,5,5,5,3,4,5,3,5,3,2,3,1,5,3,3,5,5,5,3,2,1,3,4,1,3,3,3,5,19,1
170,49,5,3,3,2,1,2,3,5,2,1,1,4,3,3,2,1,1,1,1,5,3,3,5,5,4,2,2,2,2,1,1,3,1,1,4,1,2,5,1,2,3,1,4,3,1,1,2,3,15,1
168,72,5,3,3,3,2,3,3,4,4,1,1,2,2,4,3,1,4,1,2,5,2,3,5,5,3,3,4,4,3,2,3,2,4,3,4,3,3,5,1,5,4,1,3,3,2,1,3,3,19,1
163,49,5,3,4,3,4,4,3,2,4,4,4,3,2,2,3,2,3,2,3,4,2,3,5,4,2,2,5,5,4,4,1,3,3,1,3,4,5,5,1,1,1,3,1,2,1,1,1,1,21,2
152,47,5,3,3,2,1,2,2,5,2,1,1,2,3,3,3,2,5,1,2,4,1,1,5,5,4,2,5,5,5,2,1,5,2,4,5,4,1,5,1,2,4,2,5,4,2,5,4,3,19,2
158,57,5,3,3,1,2,4,4,3,5,3,4,1,1,1,3,2,4,2,4,5,4,4,4,3,3,4,4,4,4,2,1,1,1,2,2,5,2,4,1,1,1,1,2,2,2,2,4,3,17,1
165,70,5,3,3,2,1,1,3,4,5,4,5,5,5,5,5,5,3,2,1,5,3,3,5,4,2,2,5,5,5,2,1,1,1,1,5,2,5,5,2,4,4,5,5,5,4,5,5,4,23,1
177,80,5,3,4,3,1,1,1,4,5,5,5,5,5,4,5,4,2,1,1,5,4,3,4,2,1,5,3,3,4,2,5,4,5,1,4,3,3,5,3,3,3,1,2,4,2,4,4,4,24,0
170,55,5,3,2,4,3,5,3,2,5,5,5,2,5,4,3,5,2,1,5,5,3,2,5,2,2,4,3,5,5,1,1,1,2,2,2,4,5,5,1,1,3,2,2,1,2,5,2,4,19,1
178,67,5,3,4,2,2,4,4,4,4,2,4,4,4,5,4,4,4,4,3,5,3,5,4,5,4,5,5,5,4,3,2,4,4,1,4,4,3,5,2,2,3,1,4,5,5,3,2,2,19,2
170,60,5,4,5,3,3,2,2,4,3,1,1,4,3,2,4,1,3,2,1,4,3,3,5,4,1,2,3,4,5,2,4,2,4,5,1,4,4,5,1,3,5,5,4,4,5,5,5,2,22,0
170,70,5,3,3,3,4,4,5,3,4,4,3,2,2,4,3,3,5,4,3,5,4,3,5,4,5,3,5,5,4,3,3,4,2,2,5,4,5,5,1,1,3,5,4,1,1,3,2,2,20,1
174,66,5,4,5,3,5,2,2,5,5,4,3,1,1,1,4,3,3,1,1,5,4,4,5,4,5,4,5,5,3,3,1,5,2,1,4,1,3,5,1,1,1,1,3,4,2,1,5,2,21,2
188,76,5,3,2,1,3,3,1,4,5,3,1,2,2,3,5,1,2,2,2,5,5,4,5,4,5,5,3,3,4,4,3,4,5,1,2,3,2,5,2,1,1,2,5,2,2,1,1,1,19,0
180,85,5,4,3,5,2,4,3,3,4,2,3,5,5,2,3,5,4,3,3,5,4,4,5,2,5,3,5,5,5,3,4,1,5,5,2,5,2,5,1,1,1,1,1,1,1,3,1,3,19,2
161,53,5,3,4,2,2,2,1,4,3,1,3,3,3,1,1,1,2,2,1,4,3,3,5,5,3,2,5,5,5,1,1,3,1,1,5,1,2,4,4,2,4,5,2,4,3,5,4,1,20,1
178,69,5,3,4,2,1,3,4,2,5,5,3,2,3,2,2,4,5,5,2,4,1,1,5,5,3,1,3,4,3,2,2,5,5,1,5,2,5,4,3,2,3,1,5,1,1,1,1,1,18,1
178,74,5,3,4,2,3,4,1,2,4,4,5,4,4,5,5,2,5,3,2,4,1,4,5,2,3,3,4,1,5,5,4,5,1,1,2,4,2,5,1,1,2,5,2,1,1,3,4,3,19,1
165,50,5,3,1,1,2,1,2,3,2,1,1,1,2,1,2,2,3,1,1,3,3,4,5,2,1,1,3,3,1,1,4,2,1,1,4,2,3,4,3,4,3,3,5,5,5,3,2,5,20,2
187,91,5,3,4,2,3,3,2,4,4,2,4,4,3,5,3,2,3,3,2,5,2,4,4,4,3,4,3,3,5,4,3,5,5,3,2,5,3,4,1,4,1,2,1,5,1,1,2,2,22,1
178,68,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,2,5,5,5,5,4,2,4,5,5,3,1,2,1,3,1,1,1,4,3,3,1,1,3,3,20,2
168,55,5,4,3,1,1,3,3,5,5,1,1,3,1,2,1,1,1,1,4,5,3,4,5,4,2,2,3,3,2,1,1,4,2,1,4,3,3,5,1,2,2,2,5,3,3,3,3,3,20,2
168,55,5,3,3,2,2,4,3,4,4,1,3,5,5,3,3,4,4,1,1,5,4,4,5,3,3,4,4,4,4,1,4,3,5,2,5,3,4,5,5,5,3,3,4,5,4,3,3,3,27,1
180,57,5,3,3,1,1,3,2,4,4,2,4,4,1,3,3,4,2,3,3,5,3,3,4,4,2,3,4,4,3,2,2,3,4,2,4,3,3,5,2,2,3,3,5,5,2,4,3,3,19,1
192,80,5,3,5,3,2,3,1,2,3,2,1,4,4,2,3,1,4,5,1,4,5,5,5,3,1,5,4,4,5,5,4,5,5,1,3,4,1,2,1,4,1,2,3,3,2,2,1,1,22,2
188,98,5,3,4,2,2,3,4,4,4,2,2,4,1,2,4,1,3,2,3,4,3,3,4,2,2,4,2,3,2,2,3,5,4,1,2,3,4,5,1,1,2,2,1,1,1,1,1,2,19,0
173,58,4,3,4,1,1,2,4,4,4,1,1,4,3,4,4,3,4,1,1,5,2,4,5,5,3,3,5,5,4,1,1,3,4,1,5,5,5,5,1,1,1,1,1,1,3,4,4,2,20,1
193,85,4,3,3,3,3,3,3,3,5,4,4,3,4,3,4,3,3,2,3,4,2,4,4,4,4,3,4,4,3,2,3,3,5,1,2,3,4,4,1,1,1,1,2,2,1,2,2,4,20,1
184,120,5,4,5,2,3,2,5,5,4,1,3,3,3,3,3,3,5,2,1,5,2,4,5,5,3,2,5,5,3,2,1,1,2,1,5,4,5,5,2,2,1,1,4,4,4,4,4,1,21,1
167,62,5,1,2,2,2,4,4,1,5,4,5,1,4,3,3,5,2,1,2,5,1,1,5,4,5,4,5,5,4,3,1,1,2,1,2,4,4,5,1,1,4,1,2,2,2,3,4,5,16,1
177,63,5,3,2,2,1,4,2,3,4,1,4,3,4,4,3,4,4,1,2,3,3,3,4,2,2,3,2,2,4,2,2,3,4,1,3,2,3,3,1,1,3,1,5,2,2,2,3,4,19,1
167,57,5,3,3,2,5,3,3,4,5,3,2,2,4,3,5,5,3,1,4,5,3,5,3,4,2,5,5,4,4,4,2,4,5,1,5,3,2,4,4,2,3,4,3,5,4,4,5,4,18,1
190,90,5,4,5,1,1,1,1,5,3,2,2,2,4,1,3,3,1,5,1,5,5,5,5,1,4,4,1,1,3,4,5,5,5,1,2,5,1,5,1,1,1,2,1,1,1,3,1,1,23,1
187,83,5,3,2,1,2,3,2,2,3,2,3,1,3,3,2,4,2,4,2,5,2,2,4,3,4,2,2,3,2,2,2,4,1,3,1,3,2,5,1,1,2,2,1,1,1,2,2,3,19,0
163,51,5,3,5,2,3,2,2,4,3,1,1,5,4,4,5,1,5,2,1,5,2,2,5,4,2,5,5,5,4,2,1,1,5,2,3,2,1,5,1,2,5,5,3,5,3,4,4,5,19,0
173,52,5,3,4,1,1,3,4,2,4,1,3,5,5,3,2,2,3,1,2,5,5,5,5,3,1,3,5,5,5,1,3,5,2,1,4,2,3,5,3,2,4,3,5,5,5,5,3,5,22,1
165,65,5,2,1,5,2,5,2,2,4,5,3,1,1,3,3,5,1,1,5,3,2,4,1,3,5,4,4,5,5,1,1,1,3,3,3,3,4,2,1,1,1,1,1,1,1,3,1,2,18,1
190,92,4,2,1,2,1,5,2,1,5,5,1,1,1,2,1,2,1,1,4,5,1,3,4,2,4,5,5,2,5,4,2,2,1,2,2,5,4,4,2,1,1,2,1,1,1,1,2,3,20,1
178,58,5,4,5,4,1,2,5,5,5,2,2,5,3,1,4,1,5,1,2,5,3,4,5,4,1,1,5,5,3,1,3,2,3,1,3,3,3,5,3,5,3,1,1,5,5,5,5,4,19,1
167,76,4,5,2,2,4,2,5,4,5,4,2,4,2,2,3,1,5,1,1,5,1,3,5,4,1,3,3,3,3,4,4,5,4,4,5,3,3,3,5,1,1,2,4,4,4,2,3,1,25,1
160,53,5,3,2,2,1,4,4,4,4,2,1,2,3,2,2,1,2,1,3,5,1,3,5,4,3,1,4,4,2,1,1,2,3,3,4,3,1,5,1,1,2,3,3,3,1,4,2,1,18,2
169,64,5,3,3,2,1,2,2,2,5,2,3,2,2,3,4,5,1,1,2,5,1,1,5,5,2,4,5,4,4,1,1,3,3,1,3,3,3,5,5,4,3,5,2,5,1,3,4,3,20,0
174,63,5,5,5,3,3,3,3,3,4,2,4,4,5,5,5,5,5,4,1,5,3,1,5,5,2,1,5,5,2,1,5,5,5,2,5,5,4,5,3,3,2,5,5,2,3,1,5,4,15,1
176,68,5,3,1,4,3,2,5,2,5,4,3,1,1,5,5,3,3,1,1,5,1,1,5,3,4,1,5,5,5,1,1,5,4,2,1,5,1,2,1,5,2,1,5,4,1,1,4,4,19,2
178,68,5,5,5,2,3,3,2,4,3,1,2,3,1,1,1,2,3,4,1,4,3,4,4,4,5,4,5,5,4,2,4,5,5,2,4,4,2,5,3,3,3,4,3,4,5,5,3,2,19,2
158,50,5,3,4,2,1,3,3,3,4,1,1,4,1,1,4,2,2,2,1,4,5,5,3,2,3,2,3,3,2,1,2,2,4,5,5,3,4,5,1,1,2,1,1,1,1,2,2,3,16,0
180,78,5,5,4,1,1,3,2,4,4,2,1,1,2,1,1,1,3,5,3,3,3,4,3,3,3,2,2,4,3,1,5,3,3,2,4,3,2,4,3,1,2,1,3,3,1,1,1,2,19,1
167,57,5,4,5,5,2,5,5,5,5,2,2,5,5,5,3,3,5,2,5,5,4,4,5,4,5,3,4,5,5,3,4,5,4,2,4,3,5,5,1,1,1,1,5,1,1,3,1,2,18,0
170,75,2,4,2,1,1,2,2,3,4,3,2,3,3,3,3,2,1,2,1,5,4,4,4,3,4,5,2,2,3,1,3,5,5,1,1,2,1,4,3,1,2,3,2,2,1,1,3,3,15,1
170,55,5,4,3,2,2,4,3,4,2,1,1,4,1,3,4,2,4,2,2,5,4,4,5,4,5,3,4,3,3,1,2,4,4,1,5,2,3,2,3,2,1,1,5,5,5,1,3,3,20,1
180,75,5,4,5,4,5,4,5,5,5,5,5,2,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,4,5,5,5,2,3,5,4,5,2,1,1,3,2,3,3,3,5,2,20,2
184,68,5,3,1,1,1,3,3,5,2,1,1,2,1,1,1,2,2,1,2,4,1,3,4,1,2,5,4,3,3,2,2,5,3,1,5,4,3,5,1,1,1,1,5,5,5,3,4,4,20,1
170,60,5,3,4,1,1,1,3,3,3,1,2,3,2,1,1,2,2,4,2,4,2,3,5,4,3,2,3,5,3,1,2,4,4,4,5,3,2,5,1,3,3,2,3,3,2,3,3,3,20,1
180,65,5,3,5,2,2,2,1,3,5,1,2,2,1,2,3,3,4,4,1,5,5,5,5,1,5,5,3,3,3,1,4,5,5,1,2,5,1,5,5,1,1,1,1,1,1,1,3,3,19,2
169,48,5,3,2,3,4,3,3,3,1,1,3,3,2,4,4,3,3,2,1,5,3,4,4,5,5,3,2,1,1,4,1,5,3,5,5,2,5,5,5,5,5,5,5,5,5,3,5,3,16,0
166,65,5,3,4,3,2,4,5,5,4,1,2,3,3,4,3,4,4,3,2,5,1,3,5,5,3,4,5,5,3,2,2,4,1,1,3,3,5,5,2,1,2,4,5,5,4,1,4,5,18,1
178,88,5,4,3,2,2,2,2,3,5,4,3,2,3,2,2,5,2,4,1,5,2,4,5,2,3,4,5,5,3,4,4,4,3,3,4,4,3,5,1,2,2,2,1,4,1,2,1,5,20,0
162,55,5,3,3,2,4,3,4,4,5,2,2,5,2,3,5,3,4,3,1,5,5,5,5,4,2,3,3,5,3,4,1,3,4,2,4,3,3,4,3,3,3,3,5,5,3,3,5,2,16,0
160,50,5,3,2,2,1,4,3,2,5,5,5,1,3,3,5,5,3,1,2,4,1,2,5,5,2,3,5,5,5,1,3,4,5,2,4,2,2,4,3,3,3,2,2,5,2,4,5,1,18,1
178,68,5,2,2,1,4,5,4,5,4,1,3,1,1,1,3,1,3,1,5,3,2,4,5,4,2,2,3,2,5,1,1,5,4,4,4,5,2,4,1,1,3,2,4,4,1,2,5,4,20,1
168,65,5,3,4,2,2,2,2,5,3,2,3,2,3,3,3,3,3,2,2,5,2,3,5,5,3,2,4,4,3,2,1,3,1,1,4,2,3,5,3,2,2,1,2,3,4,3,4,5,18,1
185,62,5,3,4,4,3,3,3,4,4,4,4,5,5,2,4,3,3,4,2,4,1,2,4,3,3,4,4,4,5,2,5,5,5,5,3,5,2,5,1,1,2,2,2,1,1,2,3,4,19,1
175,58,5,4,3,2,2,3,2,5,4,2,2,2,3,3,3,3,3,3,1,5,5,4,5,5,4,5,3,3,4,2,1,4,3,3,2,1,2,5,2,4,2,2,1,1,1,1,3,2,19,0
167,55,5,3,3,2,1,4,4,5,3,1,1,5,4,3,4,2,3,1,2,5,3,4,5,3,3,3,4,5,5,1,4,4,2,2,4,4,3,2,5,4,2,4,5,5,3,1,2,3,20,1
193,84,5,5,3,3,4,2,1,2,5,4,5,2,4,3,2,5,3,1,1,5,4,5,5,5,4,5,3,3,3,3,5,3,5,1,3,1,3,5,5,1,1,4,1,3,1,3,3,3,18,0
160,60,5,3,4,2,3,3,2,4,4,1,2,4,2,2,3,2,2,3,1,5,4,5,4,4,2,4,5,4,3,1,3,5,3,2,5,3,2,5,3,2,2,2,2,3,3,4,4,3,17,1
171,52,5,3,4,2,1,4,3,3,5,3,3,3,2,3,3,4,3,3,2,5,1,1,5,3,4,2,4,4,4,1,1,3,4,1,3,3,5,4,3,5,4,3,5,3,2,4,4,5,22,0
182,92,5,5,3,2,3,3,3,2,5,2,2,5,1,5,5,1,2,4,1,5,2,1,5,3,3,5,2,2,2,5,5,1,5,4,2,4,3,5,1,1,2,1,3,3,1,1,1,2,17,1
165,60,4,3,3,2,3,3,5,3,2,1,1,2,3,1,1,1,5,1,1,5,3,1,5,5,1,2,5,5,3,2,2,5,3,3,3,3,4,3,5,5,4,3,3,4,2,5,5,1,22,2
174,65,5,2,3,2,3,3,4,5,4,2,2,3,2,3,3,2,3,2,2,4,2,2,5,5,3,2,5,5,3,3,2,5,5,3,4,3,3,5,3,1,1,4,3,3,3,1,3,2,16,1
169,50,5,2,2,3,3,2,3,2,3,2,2,2,2,4,1,4,4,1,1,5,4,5,5,2,1,5,3,4,4,1,1,3,2,2,4,3,4,5,3,2,1,1,4,1,1,4,4,3,24,1
185,73,5,5,4,3,2,3,3,4,4,2,2,4,4,4,3,2,2,4,2,5,5,4,5,3,4,5,3,3,4,2,5,3,5,2,3,5,5,5,1,1,1,3,1,2,1,1,2,2,17,1
170,60,5,4,3,1,2,3,2,5,3,1,2,3,3,3,2,3,1,4,2,5,5,4,5,3,4,1,3,5,5,1,2,1,1,2,2,5,1,4,4,1,1,4,5,5,4,1,5,3,17,1
182,76,5,3,5,1,2,3,2,3,3,1,1,5,2,2,1,2,1,5,3,5,2,2,5,1,2,5,5,5,5,3,5,1,5,4,1,5,2,5,3,1,1,4,3,1,1,1,1,2,17,2
165,48,5,3,3,2,2,4,3,3,5,2,2,2,1,1,2,1,1,2,2,5,4,3,5,5,3,1,4,4,3,1,1,4,2,1,5,4,5,5,3,5,5,4,2,5,3,5,4,5,15,3
160,50,5,3,2,2,1,5,3,2,5,5,5,1,3,3,5,5,2,1,3,5,1,2,5,5,1,3,5,5,5,1,3,4,5,2,4,2,2,3,3,4,3,2,2,5,2,4,5,1,18,2
158,53,5,1,1,3,2,5,3,2,3,1,2,3,3,2,2,4,2,1,3,4,2,2,4,4,4,5,3,3,5,1,1,2,1,1,1,4,2,4,1,4,4,4,5,4,1,3,5,1,18,2
186,63,5,4,1,1,1,1,1,2,2,2,2,5,1,1,1,1,1,5,1,5,5,5,5,1,4,5,1,1,4,5,4,5,5,3,5,5,1,5,1,4,4,1,5,5,5,5,5,2,16,1
173,68,5,3,3,2,2,2,4,3,3,1,2,4,4,3,3,3,4,3,2,3,1,2,5,3,5,2,4,4,3,2,1,5,3,1,3,2,3,5,2,2,3,2,5,2,2,4,1,3,20,1
168,56,5,4,3,5,2,2,5,5,4,2,2,1,2,2,5,2,5,1,2,4,2,5,4,3,1,2,5,5,4,1,1,3,4,5,3,3,3,4,3,4,4,3,3,3,1,3,2,4,29,2
172,68,5,3,2,4,4,1,2,5,3,1,1,2,1,1,4,3,3,1,1,4,1,2,5,4,1,1,5,2,1,1,1,5,2,4,4,1,1,4,5,4,3,5,3,5,5,1,5,3,24,3
164,60,4,3,4,2,1,1,2,4,4,3,4,2,3,2,2,2,2,3,1,4,1,3,5,3,5,4,2,1,1,1,3,5,2,3,3,2,2,4,2,2,3,3,1,5,4,2,4,3,18,0
185,70,5,4,1,1,1,1,1,3,3,1,1,5,5,1,3,1,2,4,1,5,3,4,5,3,4,3,2,1,3,2,4,5,3,1,3,2,1,5,1,2,2,1,1,3,3,1,4,1,17,1
175,65,5,4,3,2,2,2,2,4,4,4,4,2,2,3,2,1,1,2,1,5,1,3,5,2,4,3,3,3,3,2,2,3,5,1,2,4,1,4,5,2,2,2,2,4,4,4,4,5,18,1
182,75,5,4,3,5,2,5,5,4,2,1,1,1,2,5,5,3,3,2,5,5,1,1,5,2,3,1,5,5,5,3,1,1,5,5,4,4,5,5,1,1,2,1,5,3,2,4,2,1,16,1
170,65,5,4,5,2,1,2,3,5,2,1,1,3,2,3,3,1,2,4,1,5,5,5,5,5,2,1,5,5,3,1,3,4,5,1,5,1,3,5,1,5,4,1,5,2,3,3,5,2,17,2
187,68,2,3,4,2,2,1,1,4,4,3,3,2,3,1,1,3,1,2,1,5,3,3,4,2,5,3,2,5,2,3,4,4,3,1,1,5,1,5,1,1,1,3,1,1,1,2,3,3,20,2
169,63,5,3,3,2,4,5,3,5,5,2,4,1,4,4,4,5,3,1,3,5,4,4,5,5,2,3,5,5,4,2,2,5,5,4,5,3,3,5,1,2,4,2,5,5,2,2,3,4,16,1
189,76,5,5,2,1,3,2,1,2,5,5,1,1,1,1,5,1,2,1,2,5,2,5,5,3,3,5,3,2,5,5,3,5,1,3,1,2,1,5,3,3,3,3,3,1,1,1,2,3,19,1
166,60,5,3,3,1,2,3,2,4,2,1,1,4,2,2,3,5,2,1,3,5,4,4,5,4,2,2,2,2,3,2,3,1,3,2,4,2,5,5,2,1,3,2,3,3,2,2,3,3,18,1
161,59,5,3,3,3,2,4,4,4,4,2,3,3,2,2,2,3,2,3,4,5,1,4,4,5,3,4,5,5,3,2,3,1,4,3,5,4,5,5,1,1,3,3,3,5,5,3,4,2,20,1
180,80,5,4,2,1,3,1,2,4,3,1,1,5,2,1,2,1,3,2,1,5,2,4,5,3,3,4,5,5,2,2,4,5,5,1,3,3,3,5,1,1,1,1,5,4,2,1,3,1,19,1
185,74,4,4,3,3,4,4,4,5,5,3,2,4,4,3,4,2,3,2,3,4,3,2,5,2,5,3,4,4,4,4,3,5,3,1,1,5,2,4,1,1,1,4,1,1,3,2,4,2,18,1
179,96,5,4,3,1,1,2,2,2,4,4,3,5,2,2,1,1,4,3,2,4,2,2,5,4,4,4,5,5,4,2,4,5,5,2,3,2,3,3,1,1,1,5,5,1,1,3,1,2,21,0
170,68,4,3,5,3,3,2,1,3,5,2,1,3,3,3,4,1,2,2,3,5,2,2,5,3,3,5,3,2,4,3,1,3,4,2,2,2,2,4,3,1,3,5,4,3,1,3,5,4,19,2
184,72,5,3,4,2,4,3,2,5,2,1,2,4,4,2,3,1,3,2,3,5,1,2,5,5,3,3,5,5,5,3,3,1,5,1,5,2,3,5,5,1,3,3,5,5,2,3,2,4,20,2
180,62,5,3,4,1,2,1,3,5,5,1,1,5,5,3,4,3,3,1,2,5,1,2,5,5,1,2,5,3,3,2,3,5,5,1,5,4,3,4,4,1,2,3,2,5,1,5,5,5,23,1
166,58,5,1,3,5,5,5,2,2,5,4,2,3,4,5,1,1,1,1,1,5,5,4,5,4,3,1,5,5,2,1,4,3,5,2,3,3,5,5,2,2,4,1,1,2,4,5,3,1,19,1
167,50,5,3,2,3,2,4,5,3,5,4,5,2,4,3,4,3,4,2,4,5,2,5,2,3,4,3,3,3,4,3,4,3,3,1,2,4,5,5,1,1,1,4,5,5,1,2,2,4,19,2
167,50,5,3,1,3,2,4,5,3,5,3,5,2,4,1,4,4,4,1,5,5,1,4,2,3,4,3,2,2,4,3,3,1,4,1,1,4,5,5,1,1,1,2,5,5,1,2,2,4,19,2
178,75,2,4,4,2,3,3,2,4,5,4,3,3,3,2,4,3,1,2,1,5,2,4,3,2,1,4,1,1,4,4,2,5,5,1,4,3,2,4,1,2,2,2,4,4,3,1,5,3,20,2
175,70,5,3,2,2,3,4,2,1,5,4,5,1,5,4,5,5,1,2,4,5,1,5,2,2,1,5,2,2,5,3,5,4,3,1,3,2,3,4,1,1,1,1,1,1,1,3,1,1,24,5
190,85,5,2,2,1,2,2,2,4,4,2,2,3,3,1,1,1,1,3,1,5,5,5,5,2,5,4,3,3,3,4,3,4,3,1,2,3,1,5,3,2,2,3,1,1,1,1,3,3,19,1
178,67,5,3,3,1,3,4,1,5,5,4,4,1,2,5,5,5,1,3,1,5,2,4,5,4,5,5,3,3,5,2,5,5,5,1,2,4,3,5,3,1,1,2,1,3,1,5,4,3,20,2
179,55,5,4,5,2,2,3,3,5,3,1,1,3,4,3,3,1,5,2,3,5,5,5,4,5,5,3,5,5,5,3,4,5,2,3,5,3,2,5,1,1,1,1,1,1,1,2,1,5,18,1
180,78,5,3,5,3,2,1,1,3,2,4,2,3,2,1,2,3,1,5,1,4,5,5,3,3,3,5,5,5,4,5,5,3,5,3,3,3,2,3,1,1,1,2,2,2,1,5,3,3,17,1
168,58,5,4,3,3,2,4,3,5,5,3,3,4,3,3,3,2,4,1,2,5,1,4,5,3,1,3,5,5,5,2,2,3,3,3,5,3,3,5,3,5,5,4,5,5,4,2,5,3,19,2
164,53,5,3,5,5,5,5,5,5,5,3,3,2,2,5,5,3,5,2,5,5,1,2,5,5,3,2,5,5,3,3,2,2,5,3,3,3,3,5,2,4,1,3,2,3,2,1,5,1,19,4
187,56,4,4,2,2,2,2,2,2,4,2,5,1,4,2,3,4,2,4,2,4,3,3,4,3,5,4,3,5,5,1,4,1,1,1,3,5,1,2,1,1,1,1,1,1,1,1,3,2,20,2
174,72,5,4,2,1,1,1,1,5,3,1,1,2,1,1,1,1,1,1,1,5,2,4,5,4,5,3,4,4,1,3,5,5,4,1,1,3,3,5,1,1,1,2,2,5,3,1,2,3,20,0
176,62,5,3,5,2,2,1,2,5,3,1,1,3,3,2,2,1,2,3,1,5,3,4,5,5,2,4,5,3,3,2,2,5,4,1,5,4,3,5,3,3,3,5,5,5,5,4,3,5,21,1
170,60,5,3,4,2,1,1,3,5,4,2,2,5,2,2,1,1,3,2,1,5,1,2,5,5,2,1,5,5,3,1,3,5,5,2,3,2,4,3,3,2,2,3,5,4,3,5,5,5,20,2
170,56,5,5,3,1,1,1,1,4,1,1,1,5,1,1,1,1,2,1,1,5,2,3,5,5,1,1,5,5,5,1,1,4,5,2,3,2,2,4,3,4,5,4,5,2,2,1,2,3,20,1
158,70,5,3,2,3,3,4,2,3,5,4,3,1,3,4,4,5,3,1,1,5,5,5,5,3,1,3,4,4,4,1,4,5,3,2,2,3,4,5,3,2,2,1,1,1,1,1,4,4,17,0
175,53,5,5,5,2,2,2,4,5,4,1,1,4,5,1,2,2,3,3,1,5,5,4,5,3,2,1,5,5,4,1,1,5,2,2,3,1,4,5,2,4,5,3,2,1,1,5,1,1,20,2
174,67,5,3,5,4,3,4,5,4,4,2,2,3,3,4,3,2,4,2,4,5,3,4,5,3,4,4,5,5,4,3,3,3,5,1,3,5,4,4,2,1,2,2,2,3,3,2,2,2,25,2
170,58,5,4,4,3,2,2,3,4,4,1,1,4,2,2,4,2,5,5,1,5,4,3,4,3,2,1,5,4,2,1,2,3,3,1,5,3,2,5,2,2,1,2,2,5,1,2,2,3,20,1
173,58,5,4,2,2,3,4,3,2,5,3,3,1,1,3,3,3,2,1,4,5,1,5,4,3,4,3,5,5,4,2,2,4,1,1,4,3,5,5,1,2,2,2,2,2,2,3,4,3,21,1
158,49,5,3,4,3,4,2,2,5,1,1,1,4,2,1,2,2,5,4,1,5,4,2,5,5,2,4,5,5,4,2,5,3,5,1,5,2,2,5,3,5,5,5,5,5,5,5,5,4,21,0
185,90,5,3,2,2,2,3,4,3,5,3,4,3,3,3,3,5,1,2,3,5,5,5,5,4,2,1,4,4,5,1,2,1,4,1,2,5,3,5,2,1,1,3,2,4,2,3,4,3,22,1
170,58,5,4,3,1,1,2,3,3,5,5,3,4,4,4,4,5,2,1,1,2,1,1,3,3,1,1,4,4,2,1,1,4,1,1,5,2,4,5,2,4,2,2,5,5,3,3,4,5,19,1
178,77,5,3,5,4,4,5,4,4,5,3,3,4,5,5,5,4,5,3,3,5,3,3,5,5,5,4,5,5,4,4,4,5,3,1,2,5,4,5,1,1,1,2,1,1,1,4,3,2,25,1
166,55,5,3,3,2,1,2,3,4,5,3,3,5,4,2,3,3,2,4,1,4,3,3,5,3,5,2,2,2,4,2,2,5,3,1,4,4,2,4,1,1,3,3,2,1,1,2,4,4,19,0
167,64,5,3,5,2,2,2,4,5,2,1,1,5,5,3,3,2,5,2,1,5,5,5,5,5,1,1,5,5,3,1,3,4,3,1,5,3,3,5,1,1,2,2,1,2,5,3,2,3,25,2
169,60,5,3,3,4,2,4,4,5,4,1,3,4,5,5,4,3,5,3,3,5,3,5,4,4,2,5,5,3,4,1,2,2,4,3,4,3,3,3,2,2,1,4,5,5,5,2,4,2,25,1
168,60,5,4,3,2,2,3,3,3,2,1,1,2,2,4,3,2,5,1,2,5,3,3,4,4,3,3,4,4,4,2,2,5,5,3,5,2,2,4,1,3,5,5,2,5,4,1,2,3,21,0
